incl0801.srt.bam	incl0802.srt.bam	incl1601.srt.bam	incl1602.srt.bam	incl3201.srt.bam	incl3202.srt.bam	inclbl01.srt.bam	inclbl02.srt.bam	ivcl0801.srt.bam	ivcl0802.srt.bam	ivcl1601.srt.bam	ivcl1602.srt.bam	ivcl3201.srt.bam	ivcl3202.srt.bam
SPATA5	1046	641	1122	560	83	667	1137	1123	4818	3784	7230	3143	2927	1957
LOC105602800	0	0	31	27	0	0	0	2	0	2	75	0	12	4
SPRY1	200	147	140	294	9	0	35	0	363	1021	431	632	476	994
LOC105602798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608293	0	0	0	2	2	0	0	0	0	0	0	0	0	0
LOC101101922	93	100	59	28	13	60	70	120	194	223	249	130	174	131
ANKRD50	451	262	771	743	47	227	134	311	1305	1538	138	140	313	2576
LOC105602796	6	90	43	68	0	5	136	5	52	2226	1959	4118	12	2
FAT4	0	0	2	2	2	0	0	2	0	0	18	9	0	2
LOC105602794	0	0	23	0	12	0	0	0	47	2	0	0	0	13
LOC101122981	3	4	6	0	1	4	0	2	0	0	0	0	0	0
INTU	164	184	185	350	14	109	422	129	95	125	189	2	0	87
LOC106991700	0	0	0	0	0	0	0	0	30	60	100	100	48	33
SLC25A31	37	258	271	149	0	19	0	18	291	188	494	427	154	165
HSPA4L	26231	37496	29551	19525	23	44	657	197	82090	89097	122977	93662	63714	60679
LOC105602786	52	165	149	78	9	167	29	40	100	8	3	35	35	71
PLK4	1141	1652	2002	1270	209	1788	1731	1174	741	902	705	886	345	1602
MFSD8	197	1084	1354	940	68	466	773	1101	50	58	401	373	0	43
LOC105602782	0	0	0	0	0	38	4	25	6	0	0	0	0	4
LOC105602784	2	42	16	0	0	4	0	0	0	0	0	0	0	0
ABHD18	1163	1829	928	1193	40	358	915	480	957	1331	2015	1444	921	743
LOC105602781	1	1	0	0	2	28	1	0	39	0	6	0	0	1
LARP1B	7817	4725	5891	3820	229	640	1491	809	3773	1761	7209	2892	4116	2302
LOC105602780	0	10	52	0	1	0	0	0	0	0	0	0	0	0
LOC105602779	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101120017	0	0	0	0	0	0	0	0	0	0	25	0	0	0
PGRMC2	3025	2433	2726	2100	308	1595	3141	2022	268	1168	567	823	662	874
LOC105602778	2	0	2	0	0	0	17	0	0	0	16	4	0	0
LOC101119757	14072	11401	6239	5089	4078	36244	39227	28114	5107	2060	10489	5456	6384	4622
LOC105602776	29	0	0	0	0	0	0	0	3	59	34	0	0	0
LOC101109485	0	0	0	0	0	0	0	0	6	0	0	0	0	0
LOC101109213	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101108955	83	54	68	48	2	17	4	11	53	37	60	37	75	68
JADE1	349	839	507	133	435	3917	4066	2555	1341	498	592	717	767	445
SCLT1	3007	1644	1734	799	102	598	865	487	11822	11418	28797	11091	25740	12493
C17H4orf33	63	320	238	82	16	153	132	37	122	216	272	476	202	358
LOC105602775	2	0	0	0	0	0	0	0	0	0	12	0	0	0
LOC101118817	0	0	0	0	0	0	0	0	0	0	9	0	0	0
LOC101108425	2	6	12	3	1	2	2	2	23	38	44	32	31	12
LOC101118560	6	2	5	0	6	92	26	49	2	0	0	1	0	3
LOC101118305	0	2	2	12	2	59	13	30	11	6	3	6	10	16
PCDH10	18	2	50	0	0	0	0	0	431	883	12	60	209	837
LOC105602770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101107900	0	0	0	2	0	0	0	0	0	0	0	62	0	0
PABPC4L	2	0	0	0	0	0	0	0	0	0	8	0	0	171
LOC101107137	0	10	0	0	0	1	1	1	11	5	1	5	2	5
LOC101106883	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101106627	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH18	361	0	89	0	0	0	0	0	56	0	0	75	174	786
LOC105602767	0	2	0	0	8	0	0	0	0	0	2	32	0	0
SLC7A11	127	134	239	302	0	20	0	0	532	392	1075	662	422	774
LOC106991682	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602765	0	2	0	0	0	0	0	0	0	0	0	4	0	0
NOCT	8824	4083	4718	2736	80	685	970	989	10764	481	650	2906	9540	4866
LOC106991679	0	26	33	1	24	87	104	71	21	9	12	0	140	172
ELF2	655	362	320	194	244	938	1152	1387	665	51	267	463	967	567
MGARP	220	0	35	6	22	110	306	179	183	24	120	74	26	68
NDUFC1	1654	1475	1110	907	1133	6485	16161	7995	245	169	292	238	69	93
NAA15	2015	1209	1943	948	654	3886	7984	5428	182	91	1414	1026	318	772
LOC105602763	0	42	0	56	6	65	35	2	0	4	33	24	48	24
LOC101116257	0	0	0	0	0	26	78	26	0	0	10	1	0	0
RAB33B	179	225	26	83	44	686	1452	752	56	41	157	53	44	77
SETD7	336	57	2	104	176	1064	1074	638	69	160	324	0	98	260
LOC106991678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGST2	562	615	891	534	3	17	175	31	136	1504	1619	1034	772	1362
MAML3	0	9	46	0	0	0	0	0	880	472	182	256	627	76
SCOC	1	3	67	138	2	17	22	42	1	0	22	0	0	0
CLGN	1068	1516	1634	528	0	6	10	0	3095	2245	9537	3334	4837	7075
MGAT4D	0	0	0	0	0	0	0	0	0	0	30	25	36	0
ELMOD2	828	1335	3218	1504	112	236	2401	996	2363	3643	11277	4359	1026	3038
UCP1	0	0	0	0	0	0	0	0	0	14	26	0	48	0
LOC101104859	36	16	8	121	102	479	401	250	130	55	56	51	28	38
LOC106991699	0	32	38	316	12	68	64	18	44	0	2	64	0	0
LOC106991698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602751	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602753	0	0	0	0	0	0	0	0	0	0	0	34	0	0
LOC105602754	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RNF150	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ZNF330	633	1155	1713	1382	198	1353	2416	1389	2875	2924	5912	3314	1009	1247
LOC106990602	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101113275	2	1	0	0	0	1	1	0	0	0	0	0	0	1
IL15	1	24	32	37	1	0	0	6	51	0	0	0	0	0
LOC106991676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INPP4B	2	148	29	5	32	241	38	120	0	71	3	23	62	20
USP38	757	687	642	274	170	731	1215	1126	485	450	508	367	650	273
GAB1	2967	1261	1875	989	297	1663	1249	3242	9445	5662	7263	9755	3362	4177
SMARCA5	35637	29406	25447	17397	1379	10297	12651	12041	36725	27070	31861	31549	32871	31817
LOC101111662	0	0	0	0	0	0	2	1	0	0	1	0	0	0
FREM3	55	0	1	0	0	0	0	0	1	0	7	22	0	10
LOC105602739	0	0	0	6	0	0	0	0	8	0	9	0	0	0
HHIP	257	21	84	20	6	0	0	0	680	160	197	411	141	22
LOC105602735	0	0	0	0	12	35	0	57	0	0	17	22	0	0
ANAPC10	3277	2964	2787	3566	126	776	2169	1097	1019	1834	2506	2255	532	2873
ABCE1	7094	9040	10554	9007	1069	9083	10854	10266	6324	8834	13534	9134	7012	7055
OTUD4	685	1274	462	893	196	866	2211	1166	2827	2688	6005	4798	2598	2426
LOC106991696	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LOC106991681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD1	79	166	36	93	15	367	69	172	582	440	406	341	358	415
LOC101103595	26	12	10	8	8	25	72	38	4	0	0	4	0	2
MMAA	4488	5256	4271	3551	297	1851	2531	1796	10725	7477	16808	6899	7684	7088
C17H4orf51	12	0	4	0	0	0	0	0	0	32	0	0	0	12
ZNF827	167	473	4	22	0	0	0	0	488	392	242	41	88	86
LSM6	186	109	191	124	158	1485	1858	1067	85	63	198	328	59	109
LOC105602727	0	0	0	0	0	0	0	0	0	47	0	0	15	0
LOC101109122	597	1345	915	589	0	78	164	92	1105	1405	1058	1740	692	785
LOC105602726	99	154	122	70	14	39	33	70	262	243	281	398	129	338
POU4F2	0	0	0	0	0	0	0	0	16	0	10	0	16	8
TTC29	0	0	0	0	8	0	0	2	15	92	154	87	15	15
EDNRA	1492	1091	1832	744	35	69	118	214	505	93	73	438	1033	452
TMEM184C	2115	1436	1875	920	203	2755	3527	2461	5042	3796	9048	5784	7060	4749
PRMT9	198	306	423	377	78	411	594	509	30	55	111	248	176	417
LOC105602721	0	0	0	3	0	27	2	0	0	14	0	2	0	0
ARHGAP10	388	819	839	662	51	670	275	195	4309	3171	3810	1872	3477	1974
LOC106991675	0	0	0	0	0	0	0	41	0	0	0	0	0	0
LOC105602718	0	0	0	0	0	0	0	0	14	0	0	0	0	0
LOC106991674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR3C2	6667	13579	8418	6833	10	2	380	128	32088	37556	17827	21997	34550	8210
LOC105602720	19	43	46	45	0	0	0	2	78	61	180	141	6	62
LOC101103351	5	16	17	4	16	86	76	63	11	10	0	13	2	20
LOC106991695	0	11	17	0	0	0	0	0	0	13	14	5	0	0
LOC105602713	0	19	1	20	4	0	0	0	49	35	28	42	4	0
LOC105602712	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DCLK2	770	369	308	146	12	24	8	20	1548	1849	1593	1651	971	1505
LOC105602708	0	0	0	44	10	38	275	10	42	96	896	122	72	120
MAB21L2	0	0	0	56	2	37	18	0	132	0	5	0	0	126
LRBA	205	349	425	406	63	337	308	329	1059	716	2011	1164	1209	2070
RPS3A	24390	21197	19330	19107	20405	99955	88289	107106	1684	829	231	14833	1259	7131
PRSS48	0	0	0	0	0	27	0	0	0	1	0	0	0	0
SH3D19	866	623	231	321	83	915	1084	873	1186	651	780	917	1762	552
LOC105607945	0	0	0	0	9	36	0	2	3	0	0	0	0	0
FAM160A1	220	600	153	222	90	96	66	222	2694	3137	1719	1436	1699	711
GATB	146	624	324	128	121	1196	258	932	613	590	579	363	180	435
LOC101102092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602703	31	8	0	0	0	0	0	1	5	50	0	0	0	26
LOC106990137	13	64	0	0	0	6	0	0	0	95	0	0	0	9
FBXW7	14934	14875	16980	11522	371	2588	8029	4013	31130	27975	40765	24204	32634	24745
TMEM154	374	157	235	195	0	16	0	0	916	3216	1633	1285	382	920
TIGD4	0	3	166	0	0	0	0	0	60	105	115	42	4	3
ARFIP1	4219	8771	5911	5005	16	155	486	527	13505	22331	28727	15553	4434	12079
FHDC1	16	0	2	1	0	10	8	0	10	5	20	2	0	9
LOC105602695	0	0	5	0	0	0	0	0	0	0	0	0	0	0
LOC105602693	0	0	0	0	0	0	0	0	0	0	11	0	0	0
TRIM2	766	1025	790	235	106	390	545	494	1726	884	2171	470	1699	1379
MND1	3426	2206	3879	2137	545	3968	8113	3803	6095	4839	13149	7555	2192	5865
LOC101122892	834	771	927	435	4	250	185	276	3380	2423	7549	3763	2452	2795
LOC106991694	78	105	58	107	2	175	41	78	917	209	838	535	893	236
TLR2	0	0	32	0	0	0	38	0	48	0	453	142	114	14
RNF175	0	0	0	0	0	2	0	0	0	3	0	0	0	0
SFRP2	1737	3504	715	1244	11	0	16	21	9661	14115	9105	8278	5909	7393
LOC105602979	18	1	0	1	0	19	0	10	5	32	3	6	38	3
DCHS2	264	129	23	147	0	16	0	0	914	436	1431	597	419	714
PLRG1	2484	4549	5437	5601	354	3295	5713	4305	3382	2702	5774	4588	2653	2745
FGB	0	10	78	6	2	6	2	43	152	100	42	152	40	44
FGA	0	14	78	32	0	0	0	0	0	70	155	51	0	50
FGG	200	0	1	24	0	2	224	92	34	80	24	0	0	800
LRAT	517	1246	971	230	2	0	0	0	1699	2458	2228	1702	2833	2893
RBM46	932	1759	1237	1493	20	118	131	99	3131	3810	2963	3435	2387	2185
LOC101121884	0	0	0	0	0	0	0	0	0	0	28	0	0	0
LOC101122890	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NPY2R	2	0	0	0	0	0	0	0	0	0	19	0	0	0
MAP9	260	270	669	398	47	416	671	317	269	465	284	559	770	528
LOC105602687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101121629	0	0	0	0	0	0	0	0	2	0	0	0	1	0
CPE	0	0	0	2	0	0	0	0	0	2	0	12	0	20
LOC105602686	0	0	0	0	0	0	0	0	2	0	8	0	0	2
MSMO1	13843	22952	13194	19820	191	786	3254	1809	8733	12825	17841	15397	2512	7063
LOC105602685	0	0	0	0	20	111	55	66	0	0	0	0	0	0
KLHL2	155	287	65	151	119	358	1251	821	44	70	497	63	68	57
LOC101120696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM192	810	1905	2119	1670	83	652	1488	605	3511	3573	2828	4038	1546	2340
LOC106991693	0	0	68	0	0	39	0	5	10	0	0	16	56	0
TERT	0	57	0	0	7	2	0	0	233	86	26	43	181	0
CLPTM1L	173	178	311	234	276	1306	756	868	446	224	608	374	720	282
LOC106991652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A3	0	0	0	2	5	13	0	20	0	0	0	0	16	0
LPCAT1	10	0	0	0	0	0	0	0	7	6	3	0	7	0
LOC106991673	4	0	0	0	2	0	8	2	0	0	0	0	0	0
MRPL36	0	1	12	0	32	269	71	114	8	2	14	3	0	26
NDUFS6	0	1	0	0	42	127	158	160	11	1	18	0	0	2
LOC105608080	0	0	0	0	8	0	0	0	0	0	0	0	0	0
LOC105602659	0	0	0	0	0	0	0	22	0	0	0	0	0	10
IRX4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101110873	3	1	0	0	0	1	0	0	12	8	2	4	15	10
LOC105602658	4	0	0	0	0	0	0	0	0	0	4	0	0	0
TRIP13	442	693	528	500	146	1680	767	1221	1903	839	4772	1665	1276	503
BRD9	25	156	14	35	22	449	61	235	237	386	157	403	204	95
TPPP	0	0	0	2	0	0	0	0	0	0	15	0	0	0
CEP72	31	76	94	289	21	459	11	229	419	862	240	290	760	763
SLC9A3	0	0	0	0	0	0	0	0	0	6	2	0	0	0
EXOC3	95	119	249	241	214	1405	580	985	715	1206	458	1127	593	326
AHRR	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PDCD6	1475	2820	1138	2132	1221	5988	6176	6628	2807	4095	1455	3275	1791	1864
SDHA	528	1046	273	557	919	10024	2925	8402	1063	1353	633	969	605	523
CCDC127	2016	2771	1656	1680	240	3234	1377	2879	6397	2572	11192	7007	4370	5123
LRRC14B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102588	63	78	44	62	0	0	2	0	53	29	74	42	62	110
LOC105602656	8	0	0	6	0	0	0	0	22	0	16	0	0	24
LOC105602655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105608090	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC105602652	18	170	40	90	0	0	0	0	629	669	459	252	230	303
LOC105602651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IRX1	0	0	0	0	0	0	0	0	63	12	36	31	28	0
ADAMTS16	0	1	82	0	0	0	0	0	18	0	0	0	0	0
LOC105602647	0	258	0	0	0	0	0	0	17	30	85	77	59	0
ICE1	176	373	68	158	30	124	250	93	1331	1547	1307	1072	819	596
LOC105602646	3	0	7	15	0	10	0	4	1	2	4	3	28	13
LOC105602644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602645	0	0	0	0	0	0	0	0	0	4	0	0	0	0
MED10	6616	7492	10186	7940	162	1883	2036	1501	4684	2032	3551	7315	3332	6200
NSUN2	318	53	324	298	178	580	947	655	228	123	163	193	260	101
LOC106991672	0	0	0	0	3	13	33	10	0	0	0	30	0	0
SRD5A1	8	41	38	16	2	55	16	32	11	3	0	5	31	2
LOC105602642	12	0	0	57	40	128	40	35	0	0	52	26	0	0
PAPD7	12	187	74	59	0	19	0	9	1032	1002	686	651	1391	413
LOC105602640	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC105602639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602637	0	0	0	0	0	47	2	0	0	0	0	0	0	0
ADCY2	441	320	150	82	22	83	31	200	417	690	595	739	1585	679
C16H5orf49	0	0	0	0	2	4	67	34	6	18	50	60	0	2
FASTKD3	3	372	118	571	84	533	490	279	198	280	287	404	0	128
MTRR	161	1053	474	478	70	311	381	613	2956	4216	2494	2906	1759	831
LOC105602633	0	0	0	0	0	0	0	0	4	0	0	0	56	0
LOC105602634	0	0	0	0	0	0	0	0	0	0	21	0	0	0
SEMA5A	159	488	106	55	0	0	0	13	584	290	311	302	710	313
LOC101122889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM173B	27	89	35	36	18	21	71	43	121	350	179	135	82	57
CCT5	4076	4352	3048	1816	1334	22760	6422	16254	2363	1164	5406	4063	3506	6653
CMBL	0	0	2	22	0	0	0	14	22	24	18	33	0	4
MARCH6	2816	3322	666	2066	296	1144	4487	1971	5812	4791	9391	4282	9719	4506
ROPN1L	60	16	0	14	15	19	0	16	92	6	85	48	141	4
LOC105602628	0	2	0	0	0	0	0	0	17	17	22	0	0	0
ANKRD33B	0	0	0	0	12	0	0	10	16	3	2	18	0	0
DAP	79	1113	378	1044	374	1751	1447	439	3482	3294	809	5374	4162	1858
LOC106991646	0	0	0	0	0	0	0	0	0	0	2	1	2	1
CTNND2	181	206	164	49	0	0	1	15	529	1261	333	482	328	310
LOC101120862	0	4	0	0	2	61	4	10	1	2	3	0	2	0
LOC101104428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH5	0	0	4	0	0	0	0	12	32	211	156	36	0	0
LOC106991670	0	0	0	0	0	0	0	40	0	0	0	0	0	0
FAM105A	290	273	384	445	0	2	2	20	1002	648	1049	914	1091	1173
OTULIN	0	192	98	70	68	1190	528	339	22	30	0	2	0	0
ANKH	74	48	78	150	2	204	12	42	565	139	242	240	879	159
LOC106991651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602617	4	0	52	31	0	0	0	0	16	28	39	41	0	19
FBXL7	154	154	0	100	0	0	0	0	426	361	759	952	2682	1036
LOC105602616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCH11	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ZNF622	415	1198	609	847	97	1477	347	1049	3455	3365	1349	3582	1433	1220
FAM134B	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC106991669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101102178	765	1405	552	183	0	53	79	83	2540	4463	3726	2441	3691	2358
LOC106991668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991667	6	33	2	10	0	0	6	0	77	129	125	90	80	86
BASP1	127	454	64	196	978	2170	2965	2477	765	72	144	349	339	144
LOC101101921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991650	0	0	43	10	0	0	0	0	132	98	82	14	226	268
LOC101123236	52	26	72	0	0	0	0	0	0	0	0	17	0	62
LOC101122725	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101122464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602609	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101119162	11	12	8	6	4	35	78	50	18	5	11	11	15	10
EP4C	26	68	24	5	0	0	0	0	72	11	36	105	39	0
LOC101121710	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CDH18	18	2	40	54	0	0	0	0	209	127	188	278	34	87
LOC101118900	2	0	4	4	8	14	50	10	0	1	2	0	5	6
LOC101118641	38	46	77	59	6	30	16	132	356	44	113	245	128	640
LOC105602606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH12	182	7	4	1	0	0	227	0	61	56	153	135	119	150
LOC101117877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101117618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991649	0	2	0	0	6	13	1	11	0	8	8	0	7	1
CDH10	0	0	6	0	2	0	24	23	16	0	14	2	2	78
CDH9	0	0	0	0	0	0	0	0	0	0	0	3	0	0
LOC101120952	4	4	9	1	2	6	7	12	3	4	17	13	10	12
LOC101120441	0	8	1	7	0	4	4	4	0	0	2	3	5	0
LOC101120194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101116863	112	82	19	11	2	238	158	8	299	230	32	216	334	141
LOC101116603	4	4	9	2	0	7	20	8	0	2	0	2	2	4
LOC101116348	0	2	0	0	0	2	0	0	0	2	0	0	0	0
LOC101119935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602604	1	0	0	3	0	5	8	0	0	0	0	0	2	0
CDH6	0	0	0	0	0	0	0	0	0	44	5	0	0	12
DROSHA	391	782	739	564	57	443	723	573	1399	1226	2435	1602	1715	988
C16H5orf22	1149	2850	1459	1800	189	1021	2247	1375	944	951	1702	1492	827	683
LOC105602603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602600	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PDZD2	292	775	589	464	30	82	268	86	3509	4823	4337	4557	3307	1093
LOC101115313	1299	927	1161	1171	119	942	1878	1261	1322	729	3049	1608	1789	1622
LOC101119163	0	4	0	0	0	0	0	10	3	6	22	0	0	20
MTMR12	3184	2429	1894	1449	35	152	411	245	12592	6580	13174	7542	20113	10350
ZFR	13697	12965	12553	5096	329	1200	2054	1728	7474	7226	4046	7749	4683	4934
SUB1	49682	50410	58904	32309	662	3424	9444	5402	7566	4247	4373	11538	4084	9881
LOC106990644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPR3	0	10	0	58	0	0	0	0	31	3	0	36	12	40
TARS	1292	1842	1702	1348	608	8158	5538	6527	2027	3772	3500	3977	1195	1781
LOC106991648	317	1229	670	259	0	32	0	0	2347	3054	2403	6609	1541	1559
LOC105602596	0	2	0	0	0	0	11	2	0	0	0	0	0	0
ADAMTS12	10	20	117	11	0	10	0	0	238	140	243	275	109	101
RXFP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC45A2	0	0	0	0	2	28	10	20	18	20	5	7	18	0
AMACR	0	171	26	122	385	2905	2382	2638	64	41	601	79	0	77
C1QTNF3	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602591	160	21	109	16	10	353	217	124	28	53	259	93	54	0
RAI14	1703	2562	1766	1367	223	3831	1535	1309	3157	4382	5214	3565	3403	2699
TTC23L	0	100	114	75	1	0	9	0	430	455	443	949	306	403
RAD1	4307	4054	2929	2277	101	1582	1113	1412	373	198	669	2439	95	206
BRIX1	35562	29347	31293	27642	985	11923	22004	16883	2155	987	5474	14463	1674	627
DNAJC21	1878	1743	2585	1590	173	861	1837	712	3072	2062	3110	1965	1238	1756
AGXT2	0	0	0	0	0	0	0	5	11	6	0	0	0	0
PR	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEF2	88	377	0	0	2	18	0	0	52	0	24	4	0	0
IL7R	4	12	0	0	0	0	0	0	0	46	14	0	191	64
CAPSL	0	0	14	0	0	0	0	0	0	7	0	0	0	0
LOC101110449	71	0	0	12	0	0	0	0	0	0	0	0	12	23
LOC101110177	0	0	2	0	0	0	0	0	0	49	0	0	0	0
LMBRD2	1896	2572	2231	1039	78	471	1149	670	4127	3455	5951	5224	2479	3062
SKP2	8758	24731	14260	12691	70	911	965	869	23957	43882	33575	32037	15413	23504
NADK2	651	722	479	197	45	273	727	223	1304	745	3786	1722	1416	779
RANBP3L	0	0	31	0	0	0	0	0	2	130	58	60	0	0
LOC105602586	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A3	1	0	0	0	643	2363	4916	2742	0	0	48	0	0	0
LOC105602582	0	3	0	0	0	0	0	35	0	2	35	6	0	0
NIPBL	5102	6947	7931	3015	620	2464	3267	3272	9253	7672	9041	11054	9860	9228
C16H5orf42	773	97	371	254	39	86	230	192	464	471	1139	655	430	388
NUP155	2337	2575	2678	1564	79	844	1204	1036	4733	6330	10205	5735	2531	4113
WDR70	993	950	583	872	48	455	660	531	2123	2272	6335	3588	1171	1620
GDNF	0	0	114	0	0	0	39	0	56	5	71	0	12	14
GDNF-AS1	0	2	0	0	0	0	0	0	2	0	0	3	0	0
LOC105602577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC106991666	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC106991665	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFLAM	43	66	31	0	10	0	12	2	6	41	0	19	61	33
LIFR	1090	818	1032	415	8	44	50	2	4672	940	6261	3376	2780	3686
LOC105602573	0	0	2	0	0	0	1	0	0	2	0	0	0	0
LOC105602664	0	0	1	2	0	0	0	4	0	0	1	8	0	0
OSMR	9	0	152	33	0	8	0	1	232	60	6	34	4	60
RICTOR	4145	3735	4858	2954	191	1219	1632	1312	3528	3091	6238	4076	1986	5432
FYB	3	2	30	10	156	1188	535	470	104	12	72	383	54	177
C9	0	0	0	0	0	0	8	0	0	18	19	0	0	0
DAB2	36	555	195	1	7615	19648	41044	38113	90	42	183	12	58	473
LOC105602672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602671	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105602568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER4	5	0	12	24	0	0	30	2	187	365	40	2	0	185
TTC33	1632	3040	1618	1701	79	362	789	194	2707	3142	6765	3059	1209	2757
LOC105602567	8	0	0	2	1	10	8	13	1	0	3	13	4	7
PRKAA1	5083	3343	3646	3187	75	689	1198	1180	6798	6236	8528	6370	6646	10041
RPL37	1817	1911	2707	1435	846	5207	7329	4470	486	171	398	878	509	698
CARD6	146	34	36	92	0	0	0	0	1068	761	343	432	619	132
C7	0	0	0	0	0	0	0	0	50	0	88	79	0	1
MROH2B	0	0	13	1	0	0	0	0	0	0	0	0	0	0
C6	0	0	0	11	0	0	0	0	0	4	0	4	0	0
PLCXD3	0	0	0	0	0	0	0	0	0	43	0	0	0	0
OXCT1	1074	679	672	695	3384	3326	26848	15022	644	364	4075	780	705	1081
C16H5orf51	2576	5693	5410	5293	344	2201	4194	3022	8801	11784	7771	12413	5471	8907
FBXO4	861	2658	2270	1894	24	488	816	853	3606	4049	5814	4807	947	1475
GHR	2879	3703	2329	2824	71	646	1115	513	3489	6671	3810	4576	1858	2897
CCDC152	0	0	12	2	2	0	91	0	7	0	35	91	0	0
SEPP1	17	1965	235	539	417	843	9972	6081	68	238	970	412	244	114
LOC105602560	0	0	0	0	0	0	0	0	0	0	0	0	0	22
LOC105602670	0	0	5	2	4	4	3	8	6	2	8	10	0	0
LOC101123495	0	0	0	0	1	2	1	0	0	0	0	0	0	0
LOC101115828	2	106	122	81	0	0	0	0	0	0	9	0	85	6
LOC105602559	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ZNF131	9923	3595	5622	2656	112	598	976	457	3496	1592	590	1380	6454	4343
LOC105602558	294	10	46	3	12	16	2	18	69	20	44	47	101	147
NIM1K	22	6	20	23	0	0	0	0	38	8	72	26	30	52
HMGCS1	4347	1955	2142	972	90	185	207	333	15022	11730	65271	22699	14539	10407
CCL28	403	145	184	4	1	27	13	0	7	24	0	97	95	238
